No.	Sum	Result	
1536	8	A1 A2 A4 B2 B6 C4 D5 D6 
1537	8	A1 A2 A5 B2 B6 C4 D5 D6 
1538	8	A2 A3 B2 B6 C4 D2 D5 D6 
1539	8	A2 A4 B2 B6 C4 D2 D5 D6 
1540	8	A2 A5 B2 B6 C4 D2 D5 D6 
1541	8	A2 A3 B2 B6 C1 D1 D5 D6 
1542	8	A2 B2 B6 C1 C3 D1 D5 D6 
1543	8	A2 B2 B6 C1 D1 D4 D5 D6 
1544	8	A3 A6 B2 B6 C1 D1 D5 D6 
1545	8	A6 B2 B6 C1 C3 D1 D5 D6 
1546	8	A6 B2 B6 C1 D1 D4 D5 D6 
1547	8	A1 A4 B2 B5 C1 D1 D3 D6 
1548	8	A1 A5 B2 B5 C1 D1 D3 D6 
1549	8	A1 A6 B2 B5 C1 D1 D3 D6 
1550	8	A1 B1 B2 B5 C1 D1 D3 D6 
1551	8	A1 B2 B5 C1 C5 D1 D3 D6 
1552	8	A1 A4 B2 C1 D1 D3 D4 D6 
1553	8	A1 A5 B2 C1 D1 D3 D4 D6 
1554	8	A1 A6 B2 C1 D1 D3 D4 D6 
1555	8	A1 B1 B2 C1 D1 D3 D4 D6 
1556	8	A1 B2 C1 C5 D1 D3 D4 D6 
1557	8	A1 A4 A5 B2 B4 C6 D1 D5 
1558	8	A1 A5 B1 B2 B4 C6 D1 D5 
1559	8	A1 A5 B2 B3 B4 C6 D1 D5 
1560	8	A1 A5 B2 B4 B5 C6 D1 D5 
1561	8	A1 A5 B2 B4 C5 C6 D1 D5 
1562	8	A1 A5 B2 B4 C6 D1 D3 D5 
1563	8	A1 A5 B2 B4 C6 D1 D4 D5 
1564	8	A4 A5 B2 B4 C3 C6 D1 D5 
1565	8	A5 B1 B2 B4 C3 C6 D1 D5 
1566	8	A5 B2 B3 B4 C3 C6 D1 D5 
1567	8	A5 B2 B4 B5 C3 C6 D1 D5 
1568	8	A5 B2 B4 C3 C5 C6 D1 D5 
1569	8	A5 B2 B4 C3 C6 D1 D3 D5 
1570	8	A5 B2 B4 C3 C6 D1 D4 D5 
1571	8	A5 B2 B4 C3 C6 D1 D5 D6 
1572	8	A4 A5 B2 B4 C6 D1 D2 D5 
1573	8	A5 B1 B2 B4 C6 D1 D2 D5 
1574	8	A5 B2 B3 B4 C6 D1 D2 D5 
1575	8	A5 B2 B4 B5 C6 D1 D2 D5 
1576	8	A5 B2 B4 C5 C6 D1 D2 D5 
1577	8	A5 B2 B4 C6 D1 D2 D3 D5 
1578	8	A5 B2 B4 C6 D1 D2 D4 D5 
1579	8	A5 B2 B4 C6 D1 D2 D5 D6 
1580	8	A2 A4 A5 B2 B4 C3 C6 D5 
1581	8	A2 A5 B1 B2 B4 C3 C6 D5 
1582	8	A2 A5 B2 B3 B4 C3 C6 D5 
1583	8	A2 A5 B2 B4 B5 C3 C6 D5 
1584	8	A2 A5 B2 B4 C3 C4 C6 D5 
1585	8	A2 A5 B2 B4 C3 C6 D4 D5 
1586	8	A2 A4 A5 B2 B5 C4 D3 D6 
1587	8	A2 A5 B2 B5 C4 D3 D4 D6 
1588	8	A1 A2 B2 B3 C4 D4 D5 D6 
1589	8	A2 A5 B2 B3 C4 D4 D5 D6 
1590	8	A2 B2 B3 C1 C4 D4 D5 D6 
1591	8	A2 B2 B3 C3 C4 D4 D5 D6 
1592	8	A2 B2 B3 C4 D2 D4 D5 D6 
1593	8	A1 A2 A4 B2 B5 C4 D5 D6 
1594	8	A2 A4 A5 B2 B5 C4 D5 D6 
1595	8	A2 A4 B2 B5 C3 C4 D5 D6 
1596	8	A2 A4 B2 B5 C4 D2 D5 D6 
1597	8	A1 A2 B2 B5 C4 D4 D5 D6 
1598	8	A2 A5 B2 B5 C4 D4 D5 D6 
1599	8	A2 B2 B5 C1 C4 D4 D5 D6 
1600	8	A2 B2 B5 C3 C4 D4 D5 D6 
1601	8	A2 B2 B5 C4 D2 D4 D5 D6 
1602	8	A1 A2 A4 B2 C4 D1 D5 D6 
1603	8	A2 A4 A5 B2 C4 D1 D5 D6 
1604	8	A2 A4 B2 C3 C4 D1 D5 D6 
1605	8	A2 A4 B2 C4 D1 D2 D5 D6 
1606	8	A2 B2 C1 C4 D1 D4 D5 D6 
1607	8	A2 B2 C3 C4 D1 D4 D5 D6 
1608	8	A2 B2 C4 D1 D2 D4 D5 D6 
1609	8	A1 A2 A4 C4 D1 D3 D5 D6 
1610	8	A2 A4 A5 C4 D1 D3 D5 D6 
1611	8	A2 A4 B1 C4 D1 D3 D5 D6 
1612	8	A2 A4 B6 C4 D1 D3 D5 D6 
1613	8	A2 A4 C1 C4 D1 D3 D5 D6 
1614	8	A2 A4 C3 C4 D1 D3 D5 D6 
1615	8	A2 A4 C4 D1 D2 D3 D5 D6 
1616	8	A1 A2 A6 B2 C4 D1 D4 D5 
1617	8	A2 A6 B1 B2 C4 D1 D4 D5 
1618	8	A2 A6 B2 B4 C4 D1 D4 D5 
1619	8	A2 A6 B2 B6 C4 D1 D4 D5 
1620	8	A2 A6 B2 C1 C4 D1 D4 D5 
1621	8	A2 A6 B2 C3 C4 D1 D4 D5 
1622	8	A2 A6 B2 C4 D1 D2 D4 D5 
1623	8	A2 A5 B2 C4 D1 D3 D4 D6 
1624	8	A2 B2 C3 C4 D1 D3 D4 D6 
1625	8	A2 B2 C4 D1 D2 D3 D4 D6 
1626	8	A1 A2 B3 C4 D1 D3 D4 D6 
1627	8	A2 A5 B3 C4 D1 D3 D4 D6 
1628	8	A2 B3 C4 D1 D2 D3 D4 D6 
1629	8	A1 A2 C4 C6 D1 D3 D4 D6 
1630	8	A2 A5 C4 C6 D1 D3 D4 D6 
1631	8	A2 C3 C4 C6 D1 D3 D4 D6 
1632	8	A2 C4 C6 D1 D2 D3 D4 D6 
1633	8	A1 A2 B2 B3 C4 D3 D4 D6 
1634	8	A2 A5 B2 B3 C4 D3 D4 D6 
1635	8	A2 B2 B3 C3 C4 D3 D4 D6 
1636	8	A2 B2 B3 C4 D2 D3 D4 D6 
1637	8	A2 A4 B6 C1 C5 D1 D3 D6 
1638	8	A4 B2 B6 C1 C5 D1 D3 D6 
1639	8	A2 A5 B6 C1 C4 D1 D3 D6 
1640	8	A5 B2 B6 C1 C4 D1 D3 D6 
1641	8	A5 B6 C1 C3 C4 D1 D3 D6 
1642	8	A5 B6 C1 C4 D1 D2 D3 D6 
1643	8	B1 B2 B6 C1 C4 D1 D3 D6 
1644	8	B1 B6 C1 C3 C4 D1 D3 D6 
1645	8	B1 B6 C1 C4 D1 D2 D3 D6 
1646	8	A3 B1 B6 C1 C5 D3 D5 D6 
1647	8	A1 A2 B2 B6 C1 D3 D5 D6 
1648	8	A2 B1 B2 B6 C1 D3 D5 D6 
1649	8	A2 B2 B6 C1 C3 D3 D5 D6 
1650	8	A2 B2 B6 C1 D2 D3 D5 D6 
1651	8	A3 B1 B2 B6 C1 D3 D5 D6 
1652	8	A3 B2 B4 B6 C1 D3 D5 D6 
1653	8	A3 B2 B6 C1 C3 D3 D5 D6 
1654	8	A3 B2 B6 C1 D2 D3 D5 D6 
1655	8	A3 A5 A6 B2 B4 C5 D1 D5 
1656	8	A1 A3 A6 B4 C1 C5 D1 D5 
1657	8	A3 A6 B4 C1 C3 C5 D1 D5 
1658	8	A3 A6 B4 C1 C5 D1 D2 D5 
1659	8	A1 A3 A6 B4 C5 D1 D3 D5 
1660	8	A3 A6 B2 B4 C5 D1 D3 D5 
1661	8	A3 A6 B4 C3 C5 D1 D3 D5 
1662	8	A3 A6 B4 C5 D1 D2 D3 D5 
1663	8	A1 A3 B4 C1 C5 D1 D3 D5 
1664	8	A2 A3 B4 C1 C5 D1 D3 D5 
1665	8	A3 B4 B5 C1 C5 D1 D3 D5 
1666	8	A3 B4 C1 C3 C5 D1 D3 D5 
1667	8	A3 B4 C1 C5 D1 D2 D3 D5 
1668	8	A3 B4 C1 C5 D1 D3 D4 D5 
1669	8	A1 A3 B1 B4 C5 D1 D3 D5 
1670	8	A2 A3 B1 B4 C5 D1 D3 D5 
1671	8	A3 B1 B4 C3 C5 D1 D3 D5 
1672	8	A3 B1 B4 C5 D1 D2 D3 D5 
1673	8	A1 B1 B4 C5 C6 D1 D3 D5 
1674	8	A2 B1 B4 C5 C6 D1 D3 D5 
1675	8	B1 B4 C3 C5 C6 D1 D3 D5 
1676	8	B1 B4 C5 C6 D1 D2 D3 D5 
1677	8	A1 A2 B2 B6 C1 C5 D3 D6 
1678	8	A2 B2 B4 B6 C1 C5 D3 D6 
1679	8	A2 B2 B6 C1 C3 C5 D3 D6 
1680	8	A2 B2 B6 C1 C5 D2 D3 D6 
1681	8	A5 B2 B4 B6 C1 D1 D3 D6 
1682	8	A5 B2 B6 C1 C3 D1 D3 D6 
1683	8	A5 B2 B6 C1 D1 D2 D3 D6 
1684	8	B1 B2 B4 B6 C1 D1 D3 D6 
1685	8	B1 B2 B6 C1 C3 D1 D3 D6 
1686	8	B1 B2 B6 C1 D1 D2 D3 D6 
1687	8	A2 B1 B5 B6 C1 C5 D3 D6 
1688	8	A2 B1 B6 C1 C3 C5 D3 D6 
1689	8	A2 B1 B6 C1 C5 D2 D3 D6 
1690	8	A2 B1 B6 C1 C5 D3 D4 D6 
1691	8	A2 B1 B6 C1 C5 D3 D5 D6 
1692	8	A1 A3 B4 C5 C6 D1 D3 D5 
1693	8	A3 B4 C3 C5 C6 D1 D3 D5 
1694	8	A3 B4 C5 C6 D1 D2 D3 D5 
1695	8	A1 A2 B4 C5 C6 D1 D3 D5 
1696	8	A2 B4 B6 C5 C6 D1 D3 D5 
1697	8	A2 B4 C1 C5 C6 D1 D3 D5 
1698	8	A2 B4 C3 C5 C6 D1 D3 D5 
1699	8	A2 B4 C5 C6 D1 D2 D3 D5 
1700	8	A1 A2 B2 C1 D1 D4 D5 D6 
1701	8	A2 B2 C1 C3 D1 D4 D5 D6 
1702	8	A2 B2 C1 C6 D1 D4 D5 D6 
1703	8	A2 B2 C1 D1 D2 D4 D5 D6 
1704	8	A1 A2 B1 B2 C1 D1 D4 D6 
1705	8	A2 B1 B2 B6 C1 D1 D4 D6 
1706	8	A2 B1 B2 C1 C3 D1 D4 D6 
1707	8	A2 B1 B2 C1 C6 D1 D4 D6 
1708	8	A2 B1 B2 C1 D1 D2 D4 D6 
1709	8	A1 A2 A5 B2 B6 C4 D3 D6 
1710	8	A2 A5 B2 B6 C3 C4 D3 D6 
1711	8	A2 A5 B2 B6 C4 D1 D3 D6 
1712	8	A2 A5 B2 B6 C4 D2 D3 D6 
1713	8	A1 A2 A5 B2 B6 C1 D3 D6 
1714	8	A2 A5 B2 B4 B6 C1 D3 D6 
1715	8	A2 A5 B2 B6 C1 C3 D3 D6 
1716	8	A2 A5 B2 B6 C1 D2 D3 D6 
1717	8	A2 B1 B2 B6 C1 C3 D3 D6 
1718	8	A2 B1 B2 B6 C1 D2 D3 D6 
1719	8	A1 A3 A5 B6 C1 C4 D3 D6 
1720	8	A3 A5 B4 B6 C1 C4 D3 D6 
1721	8	A3 A5 B6 C1 C3 C4 D3 D6 
1722	8	A3 A5 B6 C1 C4 D2 D3 D6 
1723	8	A3 B1 B6 C1 C3 C4 D3 D6 
1724	8	A3 B1 B6 C1 C4 D2 D3 D6 
1725	8	A1 A3 A5 B2 B6 C1 D3 D6 
1726	8	A3 A5 B2 B4 B6 C1 D3 D6 
1727	8	A3 A5 B2 B6 C1 C3 D3 D6 
1728	8	A3 A5 B2 B6 C1 D2 D3 D6 
1729	8	A3 B1 B2 B6 C1 C3 D3 D6 
1730	8	A3 B1 B2 B6 C1 D2 D3 D6 
1731	8	A2 B1 B5 B6 C1 C4 D3 D6 
1732	8	A2 B1 B6 C1 C3 C4 D3 D6 
1733	8	A2 B1 B6 C1 C4 D2 D3 D6 
1734	8	A2 B1 B6 C1 C4 D3 D4 D6 
1735	8	A2 B1 B6 C1 C4 D3 D5 D6 
1736	8	A1 A2 B1 B6 C4 C6 D3 D6 
1737	8	A2 B1 B5 B6 C4 C6 D3 D6 
1738	8	A2 B1 B6 C3 C4 C6 D3 D6 
1739	8	A2 B1 B6 C4 C6 D2 D3 D6 
1740	8	A2 B1 B6 C4 C6 D3 D4 D6 
1741	8	A2 B1 B6 C4 C6 D3 D5 D6 
1742	8	B1 B2 B4 B6 C1 C6 D1 D6 
1743	8	B1 B2 B4 B6 C3 C6 D1 D6 
1744	8	B1 B2 B4 B6 C6 D1 D2 D6 
1745	8	A1 B1 B2 B4 C4 C6 D1 D6 
1746	8	B1 B2 B4 C1 C4 C6 D1 D6 
1747	8	B1 B2 B4 C3 C4 C6 D1 D6 
1748	8	B1 B2 B4 C4 C6 D1 D2 D6 
1749	8	B1 B2 B4 B6 C3 D1 D3 D6 
1750	8	B1 B2 B4 B6 D1 D2 D3 D6 
1751	8	B1 B2 B4 C1 C4 D1 D3 D6 
1752	8	B1 B2 B4 C3 C4 D1 D3 D6 
1753	8	B1 B2 B4 C4 D1 D2 D3 D6 
1754	8	A3 A5 B1 B4 B6 C4 C5 D6 
1755	8	A2 A3 A5 B4 B6 C4 D3 D6 
1756	8	A3 A5 B4 B6 C4 D3 D5 D6 
1757	8	A1 A3 B1 B2 B4 B6 D3 D6 
1758	8	A3 B1 B2 B4 B6 C3 D3 D6 
1759	8	A3 B1 B2 B4 B6 D2 D3 D6 
1760	8	A6 B1 B4 C1 C4 C6 D1 D6 
1761	8	A6 B1 B4 C3 C4 C6 D1 D6 
1762	8	A6 B1 B4 C4 C6 D1 D2 D6 
1763	8	A6 B1 B4 C1 C4 D1 D3 D6 
1764	8	A6 B1 B4 C3 C4 D1 D3 D6 
1765	8	A6 B1 B4 C4 D1 D2 D3 D6 
1766	8	A1 A4 A5 B6 C4 D1 D3 D6 
1767	8	A2 A4 A5 B6 C4 D1 D3 D6 
1768	8	A4 A5 B6 C3 C4 D1 D3 D6 
1769	8	A4 A5 B6 C4 D1 D2 D3 D6 
1770	8	A4 A5 B6 C4 D1 D3 D5 D6 
1771	8	A5 B2 B6 C3 C4 D1 D3 D6 
1772	8	A5 B2 B6 C4 D1 D2 D3 D6 
1773	8	A1 A5 B3 B6 C4 D1 D3 D6 
1774	8	A2 A5 B3 B6 C4 D1 D3 D6 
1775	8	A5 B3 B6 C3 C4 D1 D3 D6 
1776	8	A5 B3 B6 C4 D1 D2 D3 D6 
1777	8	A1 A5 B6 C4 C6 D1 D3 D6 
1778	8	A2 A5 B6 C4 C6 D1 D3 D6 
1779	8	A5 B6 C3 C4 C6 D1 D3 D6 
1780	8	A5 B6 C4 C6 D1 D2 D3 D6 
1781	8	A5 B6 C4 C6 D1 D3 D5 D6 
1782	8	A1 A4 B1 B6 C4 D1 D3 D6 
1783	8	A2 A4 B1 B6 C4 D1 D3 D6 
1784	8	A4 B1 B6 C3 C4 D1 D3 D6 
1785	8	A4 B1 B6 C4 D1 D2 D3 D6 
1786	8	A4 B1 B6 C4 D1 D3 D5 D6 
1787	8	B1 B2 B6 C3 C4 D1 D3 D6 
1788	8	B1 B2 B6 C4 D1 D2 D3 D6 
1789	8	A1 B1 B3 B6 C4 D1 D3 D6 
1790	8	B1 B3 B6 C3 C4 D1 D3 D6 
1791	8	B1 B3 B6 C4 D1 D2 D3 D6 
1792	8	A1 B1 B6 C4 C6 D1 D3 D6 
1793	8	B1 B6 C3 C4 C6 D1 D3 D6 
1794	8	B1 B6 C4 C6 D1 D2 D3 D6 
1795	8	B1 B6 C4 C6 D1 D3 D5 D6 
1796	8	A5 B2 B4 C4 C5 C6 D1 D5 
1797	8	A3 A5 B2 B4 C4 D1 D4 D5 
1798	8	A5 B1 B2 B4 C4 D1 D4 D5 
1799	8	A5 B2 B4 C4 C6 D1 D4 D5 
1800	8	A1 B2 B4 C1 C4 C5 D1 D5 
1801	8	B2 B4 C1 C3 C4 C5 D1 D5 
1802	8	B2 B4 C1 C4 C5 D1 D2 D5 
1803	8	A1 B2 B4 C4 C5 D1 D3 D5 
1804	8	B2 B4 C3 C4 C5 D1 D3 D5 
1805	8	B2 B4 C4 C5 D1 D2 D3 D5 
1806	8	A1 B2 B4 C4 C5 D1 D4 D5 
1807	8	B2 B4 C3 C4 C5 D1 D4 D5 
1808	8	B2 B4 C4 C5 C6 D1 D4 D5 
1809	8	B2 B4 C4 C5 D1 D2 D4 D5 
1810	8	A1 A6 B2 B4 C4 D1 D4 D5 
1811	8	A6 B1 B2 B4 C4 D1 D4 D5 
1812	8	A6 B2 B4 C3 C4 D1 D4 D5 
1813	8	A6 B2 B4 C4 D1 D2 D4 D5 
1814	8	A1 B2 B6 C4 C5 D1 D4 D5 
1815	8	A3 B2 B6 C4 C5 D1 D4 D5 
1816	8	B1 B2 B6 C4 C5 D1 D4 D5 
1817	8	B2 B6 C3 C4 C5 D1 D4 D5 
1818	8	B2 B6 C4 C5 C6 D1 D4 D5 
1819	8	B2 B6 C4 C5 D1 D2 D4 D5 
1820	8	A3 A5 B2 B6 C4 D1 D4 D5 
1821	8	A5 B1 B2 B6 C4 D1 D4 D5 
1822	8	A5 B2 B5 B6 C4 D1 D4 D5 
1823	8	A5 B2 B6 C4 C6 D1 D4 D5 
1824	8	A1 A6 B2 B6 C4 D1 D4 D5 
1825	8	A3 A6 B2 B6 C4 D1 D4 D5 
1826	8	A6 B1 B2 B6 C4 D1 D4 D5 
1827	8	A6 B2 B5 B6 C4 D1 D4 D5 
1828	8	A6 B2 B6 C3 C4 D1 D4 D5 
1829	8	A6 B2 B6 C4 C6 D1 D4 D5 
1830	8	A6 B2 B6 C4 D1 D2 D4 D5 
1831	8	A2 A3 B4 B5 C1 C5 D1 D6 
1832	8	A2 A5 B4 B5 C1 C5 D1 D6 
1833	8	A5 B4 B5 B6 C1 C5 D1 D6 
1834	8	A1 B4 B5 C1 C5 D1 D3 D6 
1835	8	A2 B4 B5 C1 C5 D1 D3 D6 
1836	8	B4 B5 C1 C5 D1 D2 D3 D6 
1837	8	A1 B4 B5 C5 C6 D1 D3 D6 
1838	8	B4 B5 C3 C5 C6 D1 D3 D6 
1839	8	B4 B5 C5 C6 D1 D2 D3 D6 
1840	8	A1 A3 C1 C5 D1 D3 D4 D6 
1841	8	A3 A4 C1 C5 D1 D3 D4 D6 
1842	8	A3 A6 C1 C5 D1 D3 D4 D6 
1843	8	A3 C1 C4 C5 D1 D3 D4 D6 
1844	8	A3 C1 C5 D1 D2 D3 D4 D6 
1845	8	A4 B2 C1 C5 D1 D3 D4 D6 
1846	8	A6 B2 C1 C5 D1 D3 D4 D6 
1847	8	B2 C1 C5 D1 D2 D3 D4 D6 
1848	8	A1 A3 B1 B2 B4 B5 C2 D6 
1849	8	A3 B1 B2 B4 B5 C2 C3 D6 
1850	8	A3 B1 B2 B4 B5 C2 D2 D6 
1851	8	A1 A3 B1 B2 B4 C2 D4 D6 
1852	8	A3 B1 B2 B4 C2 C3 D4 D6 
1853	8	A3 B1 B2 B4 C2 D2 D4 D6 
1854	8	A4 A5 B2 B4 B5 C1 D1 D6 
1855	8	A5 B2 B4 B5 B6 C1 D1 D6 
1856	8	A5 B2 B4 B5 C1 C3 D1 D6 
1857	8	A5 B2 B4 B5 C1 D1 D2 D6 
1858	8	A4 B2 B4 B5 C1 D1 D3 D6 
1859	8	A4 A5 B2 B4 C1 D1 D4 D6 
1860	8	A5 B2 B4 B6 C1 D1 D4 D6 
1861	8	A5 B2 B4 C1 C3 D1 D4 D6 
1862	8	A5 B2 B4 C1 D1 D2 D4 D6 
1863	8	A4 B2 B4 C1 D1 D3 D4 D6 
1864	8	A4 B2 B4 B5 C6 D1 D3 D6 
1865	8	B2 B4 B5 B6 C6 D1 D3 D6 
1866	8	B2 B4 B5 C6 D1 D3 D5 D6 
1867	8	A4 B2 B4 C6 D1 D3 D4 D6 
1868	8	B2 B4 B6 C6 D1 D3 D4 D6 
1869	8	B2 B4 C6 D1 D3 D4 D5 D6 
1870	8	A1 A2 A3 B4 C5 C6 D1 D6 
1871	8	A1 A2 B4 C5 C6 D1 D3 D6 
1872	8	A1 A3 B4 B6 C5 C6 D1 D6 
1873	8	A1 B2 B4 B6 C5 C6 D1 D6 
1874	8	A2 A3 B4 C3 C5 C6 D1 D6 
1875	8	A2 A5 B4 C3 C5 C6 D1 D6 
1876	8	A2 B1 B4 C3 C5 C6 D1 D6 
1877	8	A2 B4 C3 C5 C6 D1 D3 D6 
1878	8	A5 A6 B4 C3 C5 C6 D1 D6 
1879	8	A6 B1 B4 C3 C5 C6 D1 D6 
1880	8	A5 B4 B5 C3 C5 C6 D1 D6 
1881	8	A3 B4 B6 C3 C5 C6 D1 D6 
1882	8	A5 B4 B6 C3 C5 C6 D1 D6 
1883	8	B2 B4 B6 C3 C5 C6 D1 D6 
1884	8	A2 A3 B4 C5 C6 D1 D2 D6 
1885	8	A2 A5 B4 C5 C6 D1 D2 D6 
1886	8	A2 B1 B4 C5 C6 D1 D2 D6 
1887	8	A2 B4 C5 C6 D1 D2 D3 D6 
1888	8	A5 A6 B4 C5 C6 D1 D2 D6 
1889	8	A6 B1 B4 C5 C6 D1 D2 D6 
1890	8	A5 B4 B5 C5 C6 D1 D2 D6 
1891	8	A3 B4 B6 C5 C6 D1 D2 D6 
1892	8	A5 B4 B6 C5 C6 D1 D2 D6 
1893	8	B2 B4 B6 C5 C6 D1 D2 D6 
1894	8	A1 A2 A3 C4 C5 C6 D1 D6 
1895	8	A1 A2 A5 C4 C5 C6 D1 D6 
1896	8	A1 A2 B2 C4 C5 C6 D1 D6 
1897	8	A1 A2 C4 C5 C6 D1 D3 D6 
1898	8	A2 A3 C3 C4 C5 C6 D1 D6 
1899	8	A2 A5 C3 C4 C5 C6 D1 D6 
1900	8	A2 B2 C3 C4 C5 C6 D1 D6 
1901	8	A2 A3 C4 C5 C6 D1 D2 D6 
1902	8	A2 A5 C4 C5 C6 D1 D2 D6 
1903	8	A2 B2 C4 C5 C6 D1 D2 D6 
1904	8	A2 C4 C5 C6 D1 D2 D3 D6 
1905	8	A3 A6 B4 B6 C5 C6 D1 D6 
1906	8	A4 A6 B4 B6 C5 C6 D1 D6 
1907	8	A5 A6 B4 B6 C5 C6 D1 D6 
1908	8	A3 B4 B6 C1 C5 C6 D1 D6 
1909	8	A4 B4 B6 C1 C5 C6 D1 D6 
1910	8	A5 B4 B6 C1 C5 C6 D1 D6 
1911	8	A1 A2 A3 C1 C5 C6 D1 D6 
1912	8	A1 A2 A4 C1 C5 C6 D1 D6 
1913	8	A1 A2 A5 C1 C5 C6 D1 D6 
1914	8	A1 A2 B1 C1 C5 C6 D1 D6 
1915	8	A1 A2 B2 C1 C5 C6 D1 D6 
1916	8	A2 A4 B6 C1 C5 C6 D1 D6 
1917	8	A2 A3 C1 C3 C5 C6 D1 D6 
1918	8	A2 A4 C1 C3 C5 C6 D1 D6 
1919	8	A2 A5 C1 C3 C5 C6 D1 D6 
1920	8	A2 B1 C1 C3 C5 C6 D1 D6 
1921	8	A2 B2 C1 C3 C5 C6 D1 D6 
1922	8	A2 A3 C1 C5 C6 D1 D2 D6 
1923	8	A2 A4 C1 C5 C6 D1 D2 D6 
1924	8	A2 A5 C1 C5 C6 D1 D2 D6 
1925	8	A2 B1 C1 C5 C6 D1 D2 D6 
1926	8	A2 B2 C1 C5 C6 D1 D2 D6 
1927	8	A2 A3 B5 B6 C1 C5 D1 D6 
1928	8	A2 A5 B5 B6 C1 C5 D1 D6 
1929	8	A1 A2 A4 B4 B5 C1 D1 D6 
1930	8	A1 A2 A4 B4 B5 C6 D1 D6 
1931	8	A1 A2 B4 B5 C6 D1 D3 D6 
1932	8	A2 A4 A6 B4 B5 C1 C5 D1 
1933	8	A2 A5 A6 B4 B5 C1 C5 D1 
1934	8	A2 A6 B1 B4 B5 C1 C5 D1 
1935	8	A2 A6 B4 B5 C1 C5 D1 D3 
1936	8	A2 A6 B4 B5 C1 C5 D1 D4 
1937	8	A3 A6 B1 B4 B5 C5 D5 D6 
1938	8	A3 A4 B2 B4 B5 C1 C5 D1 
1939	8	A3 B2 B4 B5 B6 C1 C5 D1 
1940	8	A3 A4 A5 B2 B4 B5 C1 D1 
1941	8	A3 A5 B2 B4 B5 B6 C1 D1 
1942	8	A3 A5 B2 B4 B5 C1 C4 D1 
1943	8	A2 A3 A5 B2 B4 C1 D1 D4 
1944	8	A3 A4 A5 B2 B4 C1 D1 D4 
1945	8	A3 A5 A6 B2 B4 C1 D1 D4 
1946	8	A3 A5 B2 B4 B6 C1 D1 D4 
1947	8	A3 A5 B2 B4 C1 C4 D1 D4 
1948	8	A3 A5 B2 B4 C1 D1 D4 D5 
1949	8	A1 A3 A4 C1 C5 D1 D3 D6 
1950	8	A1 A3 A6 C1 C5 D1 D3 D6 
1951	8	A1 A3 B5 C1 C5 D1 D3 D6 
1952	8	A1 A3 C1 C4 C5 D1 D3 D6 
1953	8	A3 A4 C1 C5 D1 D2 D3 D6 
1954	8	A3 A6 C1 C5 D1 D2 D3 D6 
1955	8	A3 B5 C1 C5 D1 D2 D3 D6 
1956	8	A3 C1 C4 C5 D1 D2 D3 D6 
1957	8	A1 A4 B2 C1 C5 D1 D3 D6 
1958	8	A1 A6 B2 C1 C5 D1 D3 D6 
1959	8	A4 B2 C1 C5 D1 D2 D3 D6 
1960	8	A6 B2 C1 C5 D1 D2 D3 D6 
1961	8	B2 B5 C1 C5 D1 D2 D3 D6 
1962	8	A1 A4 B4 C1 C5 D1 D3 D6 
1963	8	A4 B4 C1 C5 D1 D2 D3 D6 
1964	8	A1 A4 B1 B2 B4 C6 D1 D6 
1965	8	A4 B1 B2 B4 C3 C6 D1 D6 
1966	8	A6 B1 B2 B4 C3 C6 D1 D6 
1967	8	A4 B1 B2 B4 C6 D1 D2 D6 
1968	8	A6 B1 B2 B4 C6 D1 D2 D6 
1969	8	A1 A4 B1 B2 B4 D1 D3 D6 
1970	8	A4 B1 B2 B4 C3 D1 D3 D6 
1971	8	A6 B1 B2 B4 C3 D1 D3 D6 
1972	8	A4 B1 B2 B4 D1 D2 D3 D6 
1973	8	A6 B1 B2 B4 D1 D2 D3 D6 
1974	8	A1 A4 B1 B4 C5 D1 D3 D6 
1975	8	A4 B1 B4 C3 C5 D1 D3 D6 
1976	8	A4 B1 B4 C5 D1 D2 D3 D6 
1977	8	A4 A5 B2 B4 C3 C6 D1 D6 
1978	8	A5 A6 B2 B4 C3 C6 D1 D6 
1979	8	A5 B2 B4 B5 C3 C6 D1 D6 
1980	8	A5 B2 B4 B6 C3 C6 D1 D6 
1981	8	A5 B2 B4 C3 C6 D1 D4 D6 
1982	8	A4 A5 B2 B4 C6 D1 D2 D6 
1983	8	A5 A6 B2 B4 C6 D1 D2 D6 
1984	8	A5 B2 B4 B5 C6 D1 D2 D6 
1985	8	A5 B2 B4 B6 C6 D1 D2 D6 
1986	8	A5 B2 B4 C6 D1 D2 D4 D6 
1987	8	A1 A3 A4 A5 C1 D1 D3 D6 
1988	8	A1 A3 A5 A6 C1 D1 D3 D6 
1989	8	A1 A3 A5 B5 C1 D1 D3 D6 
1990	8	A1 A3 A5 C1 C4 D1 D3 D6 
1991	8	A1 A3 A5 C1 D1 D3 D4 D6 
1992	8	A1 A4 A5 B2 C1 D1 D3 D6 
1993	8	A1 A5 A6 B2 C1 D1 D3 D6 
1994	8	A1 A4 A5 B4 C1 D1 D3 D6 
1995	8	A1 A4 A5 C1 C3 D1 D3 D6 
1996	8	A1 A5 A6 C1 C3 D1 D3 D6 
1997	8	A1 A5 B5 C1 C3 D1 D3 D6 
1998	8	A1 A5 C1 C3 C4 D1 D3 D6 
1999	8	A1 A5 C1 C3 D1 D3 D4 D6 
2000	8	A1 A4 A5 B1 B4 D1 D3 D6 
2001	8	A1 A4 B1 B2 C1 D1 D3 D6 
